date,commodity,price,news_summary,negative,neutral,positive,sentiment_score,action,greedy_action,prob_hold,prob_buy,prob_sell,entropy,net_worth,reward
2024-09-25T00:00:00.000000,nickel_lme,-0.4453755593389523,"Western Metallica announced the start of a first drilling program in October at its Luz Maria copper (Cu-Mo) porphyry prospect within the Caña Brava project in Peru, following permits. The news is an exploration sentiment driver with no immediate supply or demand change; nickel and aluminium are not addressed. | GGL Resources announced Teck’s option agreement for GGL’s Le Champ copper-molybdenum-gold porphyry target in Nevada, including cash option payments and a production-decision milestone. The release supports potential future copper/molybdenum development but provides no near-term output, so any immediate copper price impact is likely limited.",0.2501842379570007,0.0212069004774093,0.7286088466644287,1.737439258359391,2,2,0.25885462760925293,0.3222794830799103,0.41886594891548157,0.9823909651363488,1000.0,0.0
2024-09-26T00:00:00.000000,nickel_lme,-0.42245318986852887,,0.359163224697113,0.2166519165039062,0.4241849184036255,0.7663450061967225,2,1,0.3726974129676819,0.5366001129150391,0.09070248156785965,0.8370415701407729,1000.0,0.0
2024-09-27T00:00:00.000000,nickel_lme,-0.4006223618014747,"Carnaby Resources reported results from a VTEM magnetic survey at the Greater Duchess copper-gold JV, identifying multiple new undrilled conductive targets and highlighting the Mohawk corridor with prior 21m at 2% copper. Management expects immediate drilling focus and possible resource expansion, but no near-term output change is provided. | Next Week At A Glance highlights broad material-sector support from PBOC stimulus, but the only direct industrial-metals link is Nickel Industries buying a 51% stake in Indonesia’s Siduarsi nickel-cobalt project. This can marginally lift near-term nickel supply expectations, supporting prices modestly. | Villagers in Indonesia’s Sulawesi protest nickel exploration and HPAL smelting operations, citing land loss, environmental and safety concerns, and potential livelihood disruption. The story links Indonesia’s expanding nickel supply—including HPAL smelters—to persistent oversupply and weak price outlooks, implying bearish near-term sentiment for nickel. | The article investigates Indonesia’s nickel industry in Sulawesi, visiting nickel mines, smelters and local communities. It describes environmental pollution from mining and coal-powered smelting, unsafe working conditions, and alleged illegal land seizures. The narrative links the nickel boom’s social and environmental risks to potential challenges for nickel production and costs.",0.2966076135635376,0.6258682608604431,0.0775241777300834,0.09897464895005231,1,0,0.4991268217563629,0.30656296014785767,0.19431020319461823,0.9353967061485592,1000.0,0.0
2024-09-30T00:00:00.000000,nickel_lme,-0.32421446356678674,,0.3591629862785339,0.2166517823934555,0.4241852164268493,0.7663462663125383,1,0,0.44479548931121826,0.4218500852584839,0.13335438072681427,0.9039795610773624,1000.0764078982347,0.07640789823472005
2024-10-01T00:00:00.000000,nickel_lme,-0.25544735515555866,"Power Nickel announced assay results from the first five holes of its summer 2024 drilling at the polymetallic Lion Zone discovery. Reported intervals range from about 5–12 metres with copper-equivalent grades between 2.36% and 5.93%, which may strengthen expectations for future nickel and copper resource development. | Power Nickel reported assay results from the Lion Zone discovery, including multiple copper- and nickel-bearing intercepts (e.g., several meters of %Cu and sub-% Ni, plus CuEq). While positive drill results can support sentiment for future nickel and copper supply, the impact is likely small given the exploration stage. | Tsingshan cut Indonesia ferronickel (nickel pig iron) output due to persistent nickel ore shortages linked to delays in mining quota approvals. Nickel production costs rose and some furnaces reportedly switched to other output. Philippine ore prices jumped sharply, while Chinese NPI prices rose only modestly, implying bearish near-term nickel sentiment. | QC Copper announced an all-share acquisition of Cuprum, adding the Thierry Copper Project and increasing its copper resource base. The Thierry asset historically produced copper and contains minor nickel, with references to past concentrate shipments. The deal is positioned for future development, not immediate production or supply changes. | Orecap announced QC Copper’s offer to acquire Cuprum in an all-share deal, adding the Thierry copper project and increasing QC Copper’s copper resource base. The transaction, expected to close by end-December 2024, strengthens Canada’s copper developer footprint. Thierry also historically produced concentrate with minor nickel content.",0.7552694082260132,0.1976623982191085,0.0470682121813297,-1.0499757097640638,0,1,0.20203128457069397,0.5552256107330322,0.24274317920207977,0.9042892456821018,1000.2139421150571,0.13753421682235967
2024-10-02T00:00:00.000000,nickel_lme,-0.16594096008062498,"Nearctic Nickel Mines Inc. announced it has divested all remaining interest in Ungava Mines Inc., ending its indirect interest in UMEI. UMEI is a plaintiff in an ongoing action against the Quebec government alleging disguised expropriation. The update mainly changes company exposure, not disclosed nickel output or timing. | BHP said it will temporarily suspend Nickel West operations due to global nickel oversupply and high costs, which has pressured nickel prices. The piece argues the event could benefit Nico Resources’ Wingellina project via lower competitive pressure and investor attention, but impact on near-term nickel tightness is unclear. | Canada Nickel says it has started submitting the federal Impact Statement for its Crawford nickel sulphide project and expects to complete it within six weeks, targeting permits in 2025. The company frames the process as advancing permitting progress. This can modestly support near-term nickel market sentiment via improved supply outlook. | Prairie Operating reportedly gained additional production and increased acreage via a Nickel Road M&A transaction. The update points to improved nickel resource access and/or output potential. In the near term, incremental supply expectations can weigh on nickel pricing, with no clear information here affecting copper or aluminium.",0.1617038547992706,0.693356454372406,0.1449396312236786,0.5742277489192136,2,1,0.41765648126602173,0.4714309871196747,0.11091259121894836,0.8766152803472014,1000.3929549052069,0.17901279014984084
2024-10-03T00:00:00.000000,nickel_lme,-0.1244623867532138,"Power Nickel released new drill assay results from the Lion Zone at its Nisk property, highlighting longer and higher-grade intersections with notable nickel and copper grades. The company says the discovery appears substantially bigger than previously envisioned, improving confidence in mineral continuity and supporting expectations for future Ni-Cu supply. | Power Nickel reported assay results from three additional drill holes at its Lion Zone polymetallic discovery. Hole 70 returned 32m of 0.18% Ni plus 3.62% Cu and other metals, alongside additional Au and Ag. The update strengthens the perceived resource potential and is mildly supportive for nickel and copper sentiment. | Grid Metals outlines 4 km of copper-dominant mineralization with associated nickel at its MM copper/nickel project’s Eagle gabbro target in Manitoba. The company plans inaugural drilling and additional geophysical surveys. It provides grab-sample grades but no new resource estimate or production impacts. | Grid Metals reported surface copper/nickel mineralization along a ~4 km Eagle gabbro corridor at its MM project in Manitoba, with grades up to 1.3% Cu and associated nickel/cobalt/PGM values. The company plans geophysical work and inaugural drilling this fall after permits, but no production or supply changes were announced. | Granite Creek Copper reports discovery of a new “Gap Zone” at its Carmacks copper-gold-silver project in Yukon, with copper mineralization in 3 of 4 holes and results pending from sampled sections. The company suggests potential to expand resources and mine life, but this is exploration news without immediate supply impact.",0.7602176070213318,0.0135009428486227,0.2262814491987228,-0.6406226065882783,0,1,0.20527400076389313,0.5779409408569336,0.21678507328033447,0.8859721717254696,1000.4344334785344,0.04147857332748117
2024-10-04T00:00:00.000000,nickel_lme,-0.19432103656779046,"Lifezone Metals signed an MOU with JOGMEC to supply nickel from the Kabanga Nickel Project in Tanzania to Japanese battery demand. The arrangement supports JOGMEC’s acquisition of cleaner metals and references hydromet refining at Kahama. It signals incremental nickel supply visibility, with a likely supportive tone for nickel prices.",0.949851095676422,0.0166002660989761,0.033548641949892,-1.538811038060305,0,0,0.4107687175273895,0.2917351722717285,0.29749608039855957,0.988094630715717,1000.3645748287198,-0.06985864981459144
2024-10-07T00:00:00.000000,nickel_lme,-0.1342862593833923,"Elliott Associates lost its appeal against dismissal of its lawsuit against the LME over billions of dollars of cancelled nickel trades. The LME annulled $12 billion in nickel trades in March 2022 after a record price spike. The Court of Appeal upheld that the LME acted lawfully in cancelling to prevent a “death spiral.” | Elliott Investment Management’s UK appeal was rejected after the LME halted a runaway short squeeze in the nickel market. The decision follows the exchange’s controversial move to stop squeeze-driven volatility. Such regulatory intervention can cool speculative pressure and weigh on nickel prices near term. | BNN Bloomberg reports that Elliott has lost a UK appeal over the LME’s nickel market shutdown. The decision highlights ongoing issues around trading or settlement of nickel on the exchange, which can worsen near-term supply/availability expectations and pressure nickel prices over coming sessions. | A Court of Appeal upheld the LME’s decision to suspend and cancel nickel trades in March 2022 after a dramatic price spike. The court said the LME acted lawfully to prevent a potential “death spiral.” The article notes nickel’s importance to stainless and batteries, but the judgment is retrospective.",0.0284785646945238,0.9135754704475404,0.0579460263252258,0.6828271857943178,2,2,0.14731906354427338,0.08099473267793655,0.7716861367225647,0.6241621050054679,1000.4246096059042,0.06003477718434169
2024-10-08T00:00:00.000000,nickel_lme,-0.2336165270885045,"EV Nickel reported maiden drilling results at the CarLang trend, intersecting near-surface nickel mineralization in new zones (B, C and E) over more than 7 km of strike. CarLang C delivered the highest grades to date, including up to 0.96% Ni over short intervals, extending the potential resource footprint. | First Atlantic Nickel Corp. began core drilling at its Atlantic Nickel Project in Newfoundland after summer sampling expanded visible awaruite (a naturally occurring nickel-iron alloy) targets along a 30 km trend. The company aims to test new, widely spaced nickel targets, with results pending, implying limited immediate market impact. | EV Nickel Inc. announced maiden diamond drilling at the CarLang trend intersected three new zones of near-surface nickel mineralization, including the highest grades to date. Results included intervals up to 0.96% Ni and a 7km strike extension, with mineralization appearing magmatic. The discovery remains open for expansion.",0.3827280700206756,0.0141211412847042,0.6031507849693298,1.1313860667033189,0,0,0.5361868143081665,0.42076441645622253,0.043048787862062454,0.7589987710580652,1000.4246096059042,0.0
2024-10-09T00:00:00.000000,nickel_lme,-0.26527122778573714,"Nickel 28 Capital Corp. announced confirmed cash distributions from its 8.56% interest in the Ramu nickel-cobalt project, including about US$4.0 million for H1 2024 and repayment of part of its construction debt. Management attributes distributions to efficient operations despite low nickel and cobalt prices, with timing pending confirmation. | The interview says Indonesia’s nickel industry is scaling into an EV battery-material ecosystem, citing commissioned precursor and lithium refining capacity and existing copper-foil operations near Freeport. It also notes forced-labor/environmental allegations and IRA rules limiting subsidized EV inputs from highly foreign-controlled entities, plus LFP’s nickel-free shift. | Canada Nickel received a C$4.38 million conditional contribution from Canada’s Critical Minerals Infrastructure Fund to fund electrical infrastructure pre-implementation studies for its Crawford nickel sulphide project. The studies run April 2024 to June 2025, supporting project development and eventual nickel production, but it’s early-stage financing.",0.8197890520095825,0.0097205312922596,0.1704903393983841,-0.9116123329442621,0,1,0.3983399271965027,0.5049721598625183,0.09668784588575363,0.8534072730079414,1000.4246096059042,0.0
2024-10-10T00:00:00.000000,nickel_lme,-0.29255976286955404,"Core Nickel Corp. announced a non-brokered private placement of up to $252,000 to fund general working capital, including potential flow-through unit proceeds. As a nickel explorer, the financing may support future exploration, but it provides no immediate production or supply impact, suggesting limited near-term effect on nickel prices.",0.3560155034065246,0.0184288267046213,0.6255555748939514,1.2467640209592072,2,2,0.30309709906578064,0.17001040279865265,0.5268925428390503,0.9108392812393841,1000.4246096059042,0.0
2024-10-11T00:00:00.000000,nickel_lme,-0.19104641235774553,"BHP is placing its WA Nickel West division on care and maintenance for at least three years, cutting jobs and effectively closing parts of Australia’s nickel supply chain. The report links the decision to global nickel oversupply and falling prices, alongside other mine closures including First Quantum’s Ravensthorpe. | BHP has shut down production at its Kalgoorlie Nickel Smelter, placing it on care and maintenance after decades of continuous operation. The closure follows broader shutdowns in Western Australia’s nickel mines, with nickel export values forecast to fall sharply. Job losses underscore tightening local supply prospects for nickel. | Suvo Strategic Minerals reports lab trials showing nickel slag can be converted into high-strength, low-carbon cement. The nickel slag is supplied by Indonesia producer PT Huadi Nickel-Alloy Indonesia, which has large stockpiles. Further trials aim to qualify additional cement properties, supporting potential offtake arrangements.",0.0093345940113067,0.9727134704589844,0.0179519057273864,0.63384963869895,1,1,0.3128896653652191,0.6261980533599854,0.06091223657131195,0.752873548124313,1000.4246096059042,0.0
2024-10-14T00:00:00.000000,nickel_lme,-0.2521727309454915,,0.3591629862785339,0.2166517823934555,0.4241852164268493,0.7663462663125383,1,2,0.11326690763235092,0.3465704321861267,0.5401626825332642,0.8616546601523416,1000.3634832873164,-0.0611263185877533
2024-10-15T00:00:00.000000,nickel_lme,-0.2871020558527905,,0.3591630458831787,0.2166518270969391,0.424185186624527,0.7663460562932357,2,2,0.10706951469182968,0.3079042136669159,0.5850262641906738,0.8333745637024889,1000.2936246375019,-0.06985864981447776
2024-10-16T00:00:00.000000,nickel_lme,-0.3100244253231933,"Eramet cut its 2024 targets for Comilog and PT Weda Bay Nickel amid weaker carbon steel demand in China and fewer nickel ore sales permits from Indonesia than expected. Nickel ore external volume for PT WBN was revised down to 29 million wet tons, indicating reduced supply expectations. | Vale reports a six-year high in iron ore output, and the article states that its copper and nickel production also increased. Stronger production trends can improve near-term supply expectations, which generally supports prices for copper and nickel over the following days to weeks. | Vale reported six-year-high iron ore output, and the title also notes that copper and nickel production climbed. If investors expect improved near-term supply from Vale, it can pressure copper and nickel prices over the following days as market balances adjust.",0.0517633259296417,0.9315845966339112,0.0166521798819303,0.5311303528868084,1,1,0.3651488125324249,0.5559291839599609,0.07892200350761414,0.8143633036005099,1000.2707022680314,-0.022922369470506965
2024-10-17T00:00:00.000000,nickel_lme,-0.40608006881823827,"Grid Metals reports receiving permits and commencing a maiden drill program at the Eagle gabbro within its MM copper/nickel project in Manitoba, with geophysical surveys running in tandem. Assays are expected by mid-November/early next month. The update is exploratory and does not change near-term supply. | Grid Metals reports the initiation of its maiden drill program at the Eagle gabbro within its MM copper/nickel project in Manitoba, supported by permits and geophysical surveys. Management expects initial assays by mid-November and cites potential copper-dominant mineralization. The update is exploratory and not directly tied to near-term production changes. | Michigan DNR acquired 8,392 acres of mineral rights in Porcupine Mountains Wilderness State Park in a mineral-for-mineral land exchange, citing prospective copper and nickel resources. The article stresses the transaction does not impact Highland Copper’s Copperwood project, which would access minerals outside the park with no surface disturbance. | Global Ferronickel Holdings (FNI) is in talks with Asian and European firms to build a nickel processing facility, adding to existing plants in Palawan and Surigao run by Nickel Asia. The government is also seeking incentives and clearer rules for critical-mineral processing, which supports nickel supply outlook sentiment.",0.4782826900482178,0.0106734139844775,0.511043906211853,0.6905643012787576,2,2,0.056686852127313614,0.144912987947464,0.7984002232551575,0.5665114511963975,1000.0785909810413,-0.19211128699009805
2024-10-18T00:00:00.000000,nickel_lme,-0.3733338267176578,"Indonesia’s Energy and Mineral Resources Minister Bahlil Lahadalia said the nickel downstream industry relies on foreign workers to speed progress. He cited faster smelter construction by Chinese workers and described efforts to repatriate foreign labor when local skills are available, though transitions cannot happen instantly. | Indonesia’s mining minister said the government will manage nickel ore supply and demand to support prices, using smelter prices and demand as parameters for market balance. He cited quota-approval delays that forced some smelters to import ores from the Philippines, highlighting near-term supply-control efforts. | SMM reports Indonesia’s Ministry of Mines adjusted PT WBN’s laterite nickel ore sales quota (2024-2026), raising annual sales volume to 32 mln wmt. Markets reacted with bearish expectations for Indonesian nickel ore premiums, though current prices stay stable due to already-signed orders. Indonesia may soften premiums later this month; Philippines remains firmer.",0.9241690039634703,0.0546181425452232,0.0212128832936286,-1.507460196640307,2,2,0.24311865866184235,0.31380483508110046,0.4430765211582184,0.972303537107272,1000.111337223142,0.03274624210064303
2024-10-21T00:00:00.000000,nickel_lme,-0.3875238649612513,"SMM data show China’s September nickel ore imports fell 7.4% MoM and 23.5% YoY, with declines across both sulfide and oxide. Philippine ore remains the main source, but Indonesia’s RKAB quota progress expected in October may reduce Philippine demand and shift exports toward China, with possible typhoon-driven shipping delays.",0.0085735842585563,0.97430020570755,0.0171261839568614,0.6336976284778641,0,0,0.6712483167648315,0.2835055887699127,0.04524610936641693,0.6963343517105981,1000.111337223142,0.0
2024-10-22T00:00:00.000000,nickel_lme,-0.47593871863281495,,0.3591629862785339,0.2166517823934555,0.4241852164268493,0.7663462663125383,2,2,0.13317951560020447,0.3115493655204773,0.5552711486816406,0.8724559687050973,1000.111337223142,0.0
