date,commodity,price
2020-01-02T00:00:00.000000,copper_lme,6165.5089364244
2020-01-02T00:00:00.000000,nickel_lme,14075.0204006445
2020-01-02T00:00:00.000000,aluminium_lme,1772.0025683795
2020-01-03T00:00:00.000000,aluminium_lme,1758.0025480876
2020-01-03T00:00:00.000000,copper_lme,6077.0088081504
2020-01-03T00:00:00.000000,nickel_lme,13740.0199150874
2020-01-06T00:00:00.000000,copper_lme,6097.5088378636
2020-01-06T00:00:00.000000,nickel_lme,13795.0199948057
2020-01-06T00:00:00.000000,aluminium_lme,1791.0025959186
2020-01-07T00:00:00.000000,aluminium_lme,1794.0026002669
2020-01-07T00:00:00.000000,copper_lme,6134.5088914923
2020-01-07T00:00:00.000000,nickel_lme,13860.0200890183
2020-01-08T00:00:00.000000,copper_lme,6154.008919756
2020-01-08T00:00:00.000000,nickel_lme,13810.0200165471
2020-01-08T00:00:00.000000,aluminium_lme,1771.5025676548
2020-01-09T00:00:00.000000,copper_lme,6156.0089226549
2020-01-09T00:00:00.000000,nickel_lme,14125.0204731157
2020-01-09T00:00:00.000000,aluminium_lme,1771.0025669301
2020-01-10T00:00:00.000000,aluminium_lme,1771.5025676548
2020-01-10T00:00:00.000000,copper_lme,6157.0089241043
2020-01-10T00:00:00.000000,nickel_lme,14050.0203644089
2020-01-13T00:00:00.000000,aluminium_lme,1766.5025604077
2020-01-13T00:00:00.000000,copper_lme,6177.0089530928
2020-01-13T00:00:00.000000,nickel_lme,14190.0205673282
2020-01-14T00:00:00.000000,copper_lme,6247.0090545525
2020-01-14T00:00:00.000000,nickel_lme,13680.0198281219
2020-01-14T00:00:00.000000,aluminium_lme,1767.5025618571
2020-01-15T00:00:00.000000,copper_lme,6232.0090328111
2020-01-15T00:00:00.000000,nickel_lme,13950.0202194664
2020-01-15T00:00:00.000000,aluminium_lme,1778.5025778008
2020-01-16T00:00:00.000000,copper_lme,6300.5091320967
2020-01-16T00:00:00.000000,nickel_lme,14290.0207122706
2020-01-16T00:00:00.000000,aluminium_lme,1794.0026002669
2020-01-17T00:00:00.000000,aluminium_lme,1796.0026031657
2020-01-17T00:00:00.000000,copper_lme,6276.5090973105
2020-01-17T00:00:00.000000,nickel_lme,13840.0200600298
2020-01-20T00:00:00.000000,copper_lme,6245.0090516536
2020-01-20T00:00:00.000000,nickel_lme,13845.0200672769
2020-01-20T00:00:00.000000,aluminium_lme,1807.0026191094
2020-01-21T00:00:00.000000,copper_lme,6158.5089262784
2020-01-21T00:00:00.000000,nickel_lme,13750.0199295816
2020-01-21T00:00:00.000000,aluminium_lme,1810.5026241824
2020-01-22T00:00:00.000000,aluminium_lme,1807.5026198341
2020-01-22T00:00:00.000000,copper_lme,6103.5088465601
2020-01-22T00:00:00.000000,nickel_lme,13645.0197773921
2020-01-23T00:00:00.000000,copper_lme,6050.0087690159
2020-01-23T00:00:00.000000,nickel_lme,13300.0192773408
2020-01-23T00:00:00.000000,aluminium_lme,1781.5025821491
2020-01-24T00:00:00.000000,copper_lme,5968.0086501631
2020-01-24T00:00:00.000000,nickel_lme,12990.0188280193
2020-01-24T00:00:00.000000,aluminium_lme,1775.5025734525
2020-01-27T00:00:00.000000,aluminium_lme,1755.502544464
2020-01-27T00:00:00.000000,copper_lme,5779.008376222
2020-01-27T00:00:00.000000,nickel_lme,12650.0183352151
2020-01-28T00:00:00.000000,aluminium_lme,1744.5025285204
2020-01-28T00:00:00.000000,copper_lme,5715.0082834588
2020-01-28T00:00:00.000000,nickel_lme,12740.0184656633
2020-01-29T00:00:00.000000,copper_lme,5698.0082588186
2020-01-29T00:00:00.000000,nickel_lme,12630.0183062266
2020-01-29T00:00:00.000000,aluminium_lme,1732.5025111273
2020-01-30T00:00:00.000000,copper_lme,5621.008147213
2020-01-30T00:00:00.000000,nickel_lme,12535.0181685313
2020-01-30T00:00:00.000000,aluminium_lme,1722.502496633
2020-01-31T00:00:00.000000,aluminium_lme,1709.5024777905
2020-01-31T00:00:00.000000,copper_lme,5570.0080732923
2020-01-31T00:00:00.000000,nickel_lme,12675.0183714507
2020-02-03T00:00:00.000000,copper_lme,5595.0081095279
2020-02-03T00:00:00.000000,nickel_lme,12750.0184801575
2020-02-03T00:00:00.000000,aluminium_lme,1694.5024560492
2020-02-04T00:00:00.000000,copper_lme,5652.0081921451
2020-02-04T00:00:00.000000,nickel_lme,12800.0185526287
2020-02-04T00:00:00.000000,aluminium_lme,1687.0024451785
2020-02-05T00:00:00.000000,copper_lme,5714.0082820094
2020-02-05T00:00:00.000000,nickel_lme,13005.0188497607
2020-02-05T00:00:00.000000,aluminium_lme,1688.0024466279
2020-02-06T00:00:00.000000,aluminium_lme,1698.0024611222
2020-02-06T00:00:00.000000,copper_lme,5726.0082994025
2020-02-06T00:00:00.000000,nickel_lme,13010.0188570078
2020-02-07T00:00:00.000000,copper_lme,5653.0081935945
2020-02-07T00:00:00.000000,nickel_lme,12770.018509146
2020-02-07T00:00:00.000000,aluminium_lme,1693.5024545997
2020-02-10T00:00:00.000000,copper_lme,5659.5082030158
2020-02-10T00:00:00.000000,nickel_lme,12880.0186685826
2020-02-10T00:00:00.000000,aluminium_lme,1676.0024292348
2020-02-11T00:00:00.000000,aluminium_lme,1689.502448802
2020-02-11T00:00:00.000000,copper_lme,5696.0082559198
2020-02-11T00:00:00.000000,nickel_lme,13100.018987456
2020-02-12T00:00:00.000000,copper_lme,5747.0083298404
2020-02-12T00:00:00.000000,nickel_lme,13050.0189149847
2020-02-12T00:00:00.000000,aluminium_lme,1707.002474167
2020-02-13T00:00:00.000000,copper_lme,5716.0082849083
2020-02-13T00:00:00.000000,nickel_lme,13065.0189367261
2020-02-13T00:00:00.000000,aluminium_lme,1701.5024661951
2020-02-14T00:00:00.000000,nickel_lme,13035.0188932434
2020-02-14T00:00:00.000000,copper_lme,5737.0083153462
2020-02-14T00:00:00.000000,aluminium_lme,1704.5024705434
2020-02-17T00:00:00.000000,aluminium_lme,1678.5024328584
2020-02-17T00:00:00.000000,copper_lme,5802.0084095587
2020-02-17T00:00:00.000000,nickel_lme,13070.0189439732
2020-02-18T00:00:00.000000,copper_lme,5728.0083023013
2020-02-18T00:00:00.000000,nickel_lme,12880.0186685826
2020-02-18T00:00:00.000000,aluminium_lme,1681.0024364819
2020-02-19T00:00:00.000000,copper_lme,5745.5083276663
2020-02-19T00:00:00.000000,nickel_lme,12700.0184076863
2020-02-19T00:00:00.000000,aluminium_lme,1686.0024437291
2020-02-20T00:00:00.000000,aluminium_lme,1687.0024451785
2020-02-20T00:00:00.000000,copper_lme,5730.0083052002
2020-02-20T00:00:00.000000,nickel_lme,12685.0183859449
2020-02-21T00:00:00.000000,copper_lme,5702.0082646163
2020-02-21T00:00:00.000000,nickel_lme,12440.018030836
2020-02-21T00:00:00.000000,aluminium_lme,1677.0024306842
2020-02-24T00:00:00.000000,copper_lme,5657.5082001169
2020-02-24T00:00:00.000000,nickel_lme,12360.0179148821
2020-02-24T00:00:00.000000,aluminium_lme,1672.5024241618
2020-02-25T00:00:00.000000,copper_lme,5663.5082088135
2020-02-25T00:00:00.000000,nickel_lme,12540.0181757784
2020-02-25T00:00:00.000000,aluminium_lme,1685.0024422796
2020-02-26T00:00:00.000000,aluminium_lme,1676.5024299595
2020-02-26T00:00:00.000000,copper_lme,5614.008137067
2020-02-26T00:00:00.000000,nickel_lme,12290.0178134224
2020-02-27T00:00:00.000000,copper_lme,5618.0081428647
2020-02-27T00:00:00.000000,nickel_lme,12280.0177989282
2020-02-27T00:00:00.000000,aluminium_lme,1671.0024219877
2020-02-28T00:00:00.000000,copper_lme,5573.0080776406
2020-02-28T00:00:00.000000,nickel_lme,12160.0176249973
2020-02-28T00:00:00.000000,aluminium_lme,1663.0024103923
2020-03-02T00:00:00.000000,aluminium_lme,1684.5024415549
2020-03-02T00:00:00.000000,copper_lme,5640.008174752
2020-03-02T00:00:00.000000,nickel_lme,12440.018030836
2020-03-03T00:00:00.000000,copper_lme,5668.0082153359
2020-03-03T00:00:00.000000,nickel_lme,12555.0181975198
2020-03-03T00:00:00.000000,aluminium_lme,1706.0024727175
2020-03-04T00:00:00.000000,copper_lme,5694.5082537456
2020-03-04T00:00:00.000000,nickel_lme,12700.0184076863
2020-03-04T00:00:00.000000,aluminium_lme,1723.5024980825
2020-03-05T00:00:00.000000,aluminium_lme,1715.0024857624
2020-03-05T00:00:00.000000,copper_lme,5667.5082146112
2020-03-05T00:00:00.000000,nickel_lme,12800.0185526287
2020-03-06T00:00:00.000000,aluminium_lme,1687.0024451785
2020-03-06T00:00:00.000000,copper_lme,5624.0081515612
2020-03-06T00:00:00.000000,nickel_lme,12710.0184221805
2020-03-09T00:00:00.000000,copper_lme,5483.0079471924
2020-03-09T00:00:00.000000,nickel_lme,12415.0179946004
2020-03-09T00:00:00.000000,aluminium_lme,1643.5023821285
2020-03-10T00:00:00.000000,copper_lme,5598.0081138762
2020-03-10T00:00:00.000000,nickel_lme,12835.0186033586
2020-03-10T00:00:00.000000,aluminium_lme,1689.0024480773
2020-03-11T00:00:00.000000,aluminium_lme,1670.502421263
2020-03-11T00:00:00.000000,copper_lme,5552.0080472027
2020-03-11T00:00:00.000000,nickel_lme,12435.0180235889
2020-03-12T00:00:00.000000,copper_lme,5386.507807323
2020-03-12T00:00:00.000000,nickel_lme,11855.0171829229
2020-03-12T00:00:00.000000,aluminium_lme,1643.0023814038
2020-03-13T00:00:00.000000,copper_lme,5530.5080160401
2020-03-13T00:00:00.000000,nickel_lme,12565.018212014
2020-03-13T00:00:00.000000,aluminium_lme,1677.0024306842
2020-03-16T00:00:00.000000,copper_lme,5211.0075529491
